index	raw_category	category	count	nyuId	nyu40id	eigen13id	eigen13fixedid	nyuClass	nyu40class	eigen13class	eigen13fixedclass	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	occ_id	occ_class	objnav_occ	objnav_occ_id
198	kitchen island	kitchen island	18	456	38	7	7	kitchen island	otherstructure	Objects	Objects					n03620600	kitchen_island.n.01	26	counter	2	occupied	occupied	2
199	paper towel	paper towel	18	113	40	7	7	paper towel	otherprop	Objects	Objects					n03887697	paper_towel.n.01	20	towel	2	occupied	occupied	2
200	wall decoration	picture	17	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
201	phone	telephone	17	32	40	7	7	telephone	otherprop	Objects	Objects			telephone	4401088	n04401088	telephone.n.01	39	objects	2	occupied	occupied	2
202	mirror frame	mirror	17	122	19	7	7	mirror	mirror	Objects	Objects					n03773035	mirror.n.01	21	mirror	2	occupied	occupied	2
203	clothes dryer	clothes dryer	18		39	6	6		otherfurniture	Furniture	Furniture					n03251766	dryer.n.01	37	appliances	2	occupied	occupied	2
204	panel	panel	17	559	40	7	7	sheet	otherprop	Objects	Objects					n03882058	panel.n.01	35	board_panel	2	occupied	occupied	2
205	glass	glass	16	612	38	7	7	glass	otherstructure	Objects	Objects					n03438257	glass.n.02	39	objects	2	occupied	occupied	2
206	soap dispenser	soap dispenser	16		40	7	7		otherprop	Objects	Objects					n04254120	soap_dispenser.n.01	39	objects	2	occupied	occupied	2
207	dishwasher	dishwasher	16	8	38	7	7	dishwasher	otherstructure	Objects	Objects			dishwasher	3207941	n03207941	dishwasher.n.01	37	appliances	2	occupied	occupied	2
208	cup	cup	16	35	40	7	7	cup	otherprop	Objects	Objects	cup		cup or mug	3797390	n03797390	mug.n.04	39	objects	2	occupied	occupied	2
209	bathroom cabinet	bathroom cabinet	17	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
210	ladder	ladder	17	48	39	6	6	ladder	otherfurniture	Furniture	Furniture	stairs				n03632277	ladder.n.01	16	stairs	2	occupied	occupied	2
211	garage door	garage door	16	850	38	7	7	garage door	otherstructure	Objects	Objects	door						4	door	2	occupied	occupied	2
212	hat	hat	15	193	40	7	7	hat	otherprop	Objects	Objects					n03497657	hat.n.01	38	clothes	2	occupied	occupied	2
213	chest of drawers	chest of drawers	15	524	39	6	6	furniture	otherfurniture	Furniture	Furniture	dresser	dresser			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	2	occupied	occupied	2
214	exit sign	exit sign	15	86	40	7	7	exit sign	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
215	sidetable	side table	15	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
216	office table	office table	15	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
217	piano	piano	15	298	39	6	6	piano	otherfurniture	Furniture	Furniture	piano		piano	3928116	n03928116	piano.n.01	39	objects	2	occupied	occupied	2
218	painter	picture	17	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
219	board	board	15	408	38	7	7	board	otherstructure	Objects	Objects							35	board_panel	2	occupied	occupied	2
220	windows	window	14	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
221	archway	archway	14	21	1	12	12	wall	wall	Wall	Wall					n02734217	arch.n.03	4	door	2	occupied	occupied	2
222	rope	rope	14	560	40	7	7	rope	otherprop	Objects	Objects					n04108268	rope.n.01	39	objects	2	occupied	occupied	2
223	ball	ball	15	60	40	7	7	ball	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
224	gym equipment	gym equipment	14	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
225	clothes hangers	clothes hanger	13	211	40	7	7	hanger	otherprop	Objects	Objects					n03057920	coat_hanger.n.01	39	objects	2	occupied	occupied	2
226	bathroom object	object	13		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
227	easy chair	easy chair	13	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03262932	easy_chair.n.01	3	chair	2	occupied	chair	3
228	lounge chair	lounge chair	15	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03262932	easy_chair.n.01	3	chair	2	occupied	chair	3
229	furniture	furniture	13	524	39	6	6	furniture	otherfurniture	Furniture	Furniture					n03405725	furniture.n.01	36	furniture	2	occupied	occupied	2
230	cabinets	cabinet	16	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
231	carpet	carpet	14	130	40	7	5	rug	floor mat	Objects	Floor					n04118021	rug.n.01	2	floor	1	unoccupied	unoccupied	1
232	food	food	13		40	7	7		otherprop	Objects	Objects					n00021265	food.n.01	40	misc	2	occupied	occupied	2
233	plant pot	pot	13	16	40	7	7	pot	otherprop	Objects	Objects					n03991062	pot.n.04	39	objects	2	occupied	occupied	2
234	duct	duct	13		40	7	7		otherprop	Objects	Objects					n03253398	duct.n.03	40	misc	2	occupied	occupied	2
235	ridge	ridge	13		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
236	candlestick	candlestick	12	148	40	7	7	candlestick	otherprop	Objects	Objects					n02948557	candlestick.n.01	39	objects	2	occupied	occupied	2
237	computer desk	computer desk	12	36	14	10	10	desk	desk	Table	Table	desk	desk	table	4379243	n03179701	desk.n.01	5	table	2	occupied	occupied	2
238	shower door	shower door	12	28	8	12	12	door	door	Wall	Wall	door				n04208936	shower.n.01	23	shower	2	occupied	occupied	2
239	trash	trashcan	12	12	39	6	6	garbage bin	otherfurniture	Furniture	Furniture			trash_bin	2747177	n02747177	ashcan.n.01	39	objects	2	occupied	occupied	2
240	crown molding	molding	12		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
241	wall sconce	sconce	12	62	38	7	7	light	otherstructure	Objects	Objects					n04148703	sconce.n.03	28	lighting	2	occupied	occupied	2
242	door handle	door handle	12	758	40	7	7	handle	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
243	scale	scale	12	639	40	7	7	scale	otherprop	Objects	Objects					n04141975	scale.n.07	39	objects	2	occupied	occupied	2
244	trash bin	trashcan	12	12	39	6	6	garbage bin	otherfurniture	Furniture	Furniture			trash_bin	2747177	n02747177	ashcan.n.01	39	objects	2	occupied	occupied	2
245	baseboard	baseboard	13		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
246	window /otherroom	window /otherroom	12	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
247	bag	bag	11	55	37	7	7	bag	bag	Objects	Objects			suitcase	2773838	n02773838	bag.n.06	39	objects	2	occupied	occupied	2
248	laptop	laptop	11	37	40	7	7	laptop	otherprop	Objects	Objects	laptop		laptop	3642806	n03642806	laptop.n.01	39	objects	2	occupied	occupied	2
249	treadmill	treadmill	12	458	39	6	6	treadmill	otherfurniture	Furniture	Furniture					n04477387	treadmill.n.01	33	gym_equipment	2	occupied	occupied	2
250	staircase	staircase	11	215	38	7	7	stairs	otherstructure	Objects	Objects					n04298308	stairway.n.01	16	stairs	2	occupied	occupied	2
251	guitar	guitar	11	300	40	7	7	guitar	otherprop	Objects	Objects	guitar		guitar	3467517	n03467517	guitar.n.01	39	objects	2	occupied	occupied	2
252	light fixture	light fixture	11	62	38	7	7	light	otherstructure	Objects	Objects					n03665366	light.n.02	28	lighting	2	occupied	occupied	2
253	pipes	pipe	11	41	40	7	7	pipe	otherprop	Objects	Objects					n03944672	pipe.n.02	40	misc	2	occupied	occupied	2
254	display case	display case	11	540	39	6	6	display case	otherfurniture	Furniture	Furniture					n02975212	case.n.20	39	objects	2	occupied	occupied	2
255	weight machine	exercise equipment	10	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
256	toilet paper holder	toilet paper holder	10	647	40	7	7	toilet paper holder	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
257	basin	basin	10	24	34	7	7	sink	sink	Objects	Objects	sink				n04223580	sink.n.01	15	sink	2	occupied	occupied	2
258	towel bar	towel bar	10	51	38	7	7	bar	otherstructure	Objects	Objects					n04459909	towel_rail.n.01	39	objects	2	occupied	occupied	2
259	floor behind	floor /otherroom	10	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
260	wooden chair	chair	10	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
261	potted plant	plant	10	82	40	7	7	plant	otherprop	Objects	Objects	plant				n00017222	plant.n.02	14	plant	2	occupied	plant	5
262	ceiling / other room	ceiling /otherroom	10	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
263	window sill	window frame	10	59	9	13	13	window	window	Window	Window					n04589593	window_frame.n.01	9	window	2	occupied	occupied	2
264	floor / other room	floor /otherroom	10	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
265	cupboard	cabinet	10	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
266	tray	tray	10	179	40	7	7	tray	otherprop	Objects	Objects					n04476259	tray.n.01	39	objects	2	occupied	occupied	2
267	urn	urn	10	151	40	7	7	urn	otherprop	Objects	Objects	vase		jar	3593526	n04516116	urn.n.01	39	objects	2	occupied	occupied	2
268	church seating	pew	10	204	39	6	6	bench	otherfurniture	Furniture	Furniture	bench		bench	2828884	n03920867	pew.n.01	34	seating	2	occupied	occupied	2
269	decorative plate	decorative plate	9	383	40	7	7	decorative plate	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
270	doors	door	9	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
271	bar	bar	9	51	38	7	7	bar	otherstructure	Objects	Objects					n02788689	bar.n.03	39	objects	2	occupied	occupied	2
272	stair rail	banister	9	453	38	7	7	banister	otherstructure	Objects	Objects					n02788148	bannister.n.02	30	railing	2	occupied	occupied	2
273	window shade	window shade	9		40	7	7		otherprop	Objects	Objects					n04590129	window_shade.n.01	32	blinds	2	occupied	occupied	2
274	grass	grass	11	82	40	7	7	plant	otherprop	Objects	Objects	plant				n12102133	grass.n.01	14	plant	2	occupied	plant	5
275	pool table	pool table	9	515	39	6	6	pool table	otherfurniture	Furniture	Furniture	table	table	table	4379243	n03982430	pool_table.n.01	5	table	2	occupied	occupied	2
276	coat	coat	9	324	40	7	7	jacket	otherprop	Objects	Objects					n03057021	coat.n.01	38	clothes	2	occupied	occupied	2
277	trees	tree	9	82	40	7	7	plant	otherprop	Objects	Objects	plant				n13104059	tree.n.01	14	plant	2	occupied	plant	5
278	cloth	cloth	11		40	7	7		otherprop	Objects	Objects					n03309808	fabric.n.01	39	objects	2	occupied	occupied	2
279	bottle of soap	bottle of soap	9	502	40	7	7	bottle of soap	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
280	floor lamp	floor lamp	9	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03367059	floor_lamp.n.01	28	lighting	2	occupied	occupied	2
281	water cooler	water cooler	9	509	39	6	6	water cooler	otherfurniture	Furniture	Furniture					n04559166	water_cooler.n.01	39	objects	2	occupied	occupied	2
282	pews	pew	9	204	39	6	6	bench	otherfurniture	Furniture	Furniture	bench		bench	2828884	n03920867	pew.n.01	34	seating	2	occupied	occupied	2
283	ledge	ledge	10		38	7	7		otherstructure	Objects	Objects					n09337253	ledge.n.01	39	objects	2	occupied	occupied	2
284	kitchen shelf	kitchen shelf	9	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
285	bathroom utencils	bathroom utensil	8	267	40	7	7	utensil	otherprop	Objects	Objects					n04516672	utensil.n.01	39	objects	2	occupied	occupied	2
286	hanger	hanger	8	211	40	7	7	hanger	otherprop	Objects	Objects					n03490884	hanger.n.02	39	objects	2	occupied	occupied	2
287	shrubbery	shrubbery	8		40	7	7		otherprop	Objects	Objects					n08649067	shrubbery.n.01	39	objects	2	occupied	occupied	2
288	teapot	teapot	8	678	40	7	7	tea pot	otherprop	Objects	Objects					n04398044	teapot.n.01	39	objects	2	occupied	occupied	2
289	bottles	bottle	8	2	40	7	7	bottle	otherprop	Objects	Objects	bottle		bottle	2876657	n02876657	bottle.n.01	39	objects	2	occupied	occupied	2
290	exercise equipment	exercise equipment	8	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
291	boxes	box	8	26	29	7	7	box	box	Objects	Objects					n02883344	box.n.01	39	objects	2	occupied	occupied	2
292	locker	locker	8	3	3	6	6	cabinet	cabinet	Furniture	Furniture					n02933462	cabinet.n.03	40	misc	2	occupied	occupied	2
293	wall cabinet	wall cabinet	8	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
294	wainscotting \other room	paneling /otherroom	8	21	1	12	12	wall	wall	Wall	Wall					n03882611	paneling.n.01	1	wall	2	occupied	occupied	2
295	ceiling light	ceiling lamp	9	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
296	ornament	ornament	8		40	7	7		otherprop	Objects	Objects					n03169390	decoration.n.01	39	objects	2	occupied	occupied	2
297	bidet	bidet	8	124	33	7	7	toilet	toilet	Objects	Objects	toilet	toilet			n02836174	bidet.n.01	18	toilet	2	occupied	toilet	6
298	shower soap shelf	shower soap shelf	8		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
299	window / door	window/door	8		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
300	stuffed animal	stuffed animal	8	177	40	7	7	stuffed animal	otherprop	Objects	Objects					n04399382	teddy.n.01	39	objects	2	occupied	occupied	2
301	paper towel dispenser	paper towel dispenser	8	14	40	7	7	paper towel dispenser	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
302	chair bottom	chair	8	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
303	fencing	fencing	8		40	7	7		otherprop	Objects	Objects					n03327234	fence.n.01	40	misc	2	occupied	occupied	2
304	lampshade	lampshade	8	859	40	7	7	lamp shade	otherprop	Objects	Objects					n03637318	lampshade.n.01	28	lighting	2	occupied	occupied	2
305	door side	door frame	12	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
306	bust	bust	7	294	40	7	7	sculpture	otherprop	Objects	Objects					n02926188	bust.n.03	39	objects	2	occupied	occupied	2
307	car	car	7	530	40	7	7	car	otherprop	Objects	Objects	car		car	2958343	n02958343	car.n.01	39	objects	2	occupied	occupied	2
308	figure	figure	7		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
309	sofa set	sofa set	7	83	6	9	9	sofa	sofa	Sofa	Sofa	sofa	sofa	sofa	4256520	n04256520	sofa.n.01	10	sofa	2	occupied	sofa	8
310	commode	toilet	7	124	33	7	7	toilet	toilet	Objects	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	2	occupied	toilet	6
311	toilet brush	toilet brush	7	630	40	7	7	toilet brush	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
312	doll	doll	7	99	40	7	7	doll	otherprop	Objects	Objects					n03219135	doll.n.01	39	objects	2	occupied	occupied	2
313	drums	drum	7	145	40	7	7	drum	otherprop	Objects	Objects					n03249569	drum.n.01	39	objects	2	occupied	occupied	2
314	bathroom counter	bathroom counter	7	7	12	6	6	counter	counter	Furniture	Furniture	table	table	table	4379243	n03116530	counter.n.01	26	counter	2	occupied	occupied	2
315	dress	dress	7		40	7	7		otherprop	Objects	Objects					n03236735	dress.n.01	38	clothes	2	occupied	occupied	2
316	shower handle	shower handle	7	758	40	7	7	handle	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
317	closet door	closet door	7	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
318	whiteboard	whiteboard	7	45	30	7	7	whiteboard	whiteboard	Objects	Objects					n03211616	display_panel.n.01	22	tv_monitor	2	occupied	tv_monitor	7
319	garage door opener	garage door opener	7		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
320	range hood	range hood	7	380	38	7	7	range hood	otherstructure	Objects	Objects	range_hood				n04053677	range_hood.n.01	39	objects	2	occupied	occupied	2
321	window curtain	window curtain	7	89	16	13	13	curtain	curtain	Window	Window	curtain				n03151077	curtain.n.01	12	curtain	2	occupied	occupied	2
322	easel	easel	7	50	39	6	6	stand	otherfurniture	Furniture	Furniture					n03262809	easel.n.01	31	shelving	2	occupied	occupied	2
323	bowl of fruit	bowl of fruit	7	22	40	7	7	bowl	otherprop	Objects	Objects	bowl		bowl	2880940	n02880940	bowl.n.03	39	objects	2	occupied	occupied	2
324	molding	molding	10		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
325	pool	pool	7		38	7	7		otherstructure	Objects	Objects					n03982060	pool.n.01	40	misc	2	occupied	occupied	2
326	kitchen appliance	kitchen appliance	6		40	7	7		otherprop	Objects	Objects					n03620052	kitchen_appliance.n.01	37	appliances	2	occupied	occupied	2
327	candelabra	candelabra	6	605	40	7	7	candelabra	otherprop	Objects	Objects					n02947818	candelabrum.n.01	39	objects	2	occupied	occupied	2
328	ceiling lamp	ceiling lamp	6	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
329	toy	toy	6	389	40	7	7	toy	otherprop	Objects	Objects					n03964744	plaything.n.01	39	objects	2	occupied	occupied	2
330	top	top	6		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
331	wall art	picture	6	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
332	highchair	highchair	6	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03518445	highchair.n.01	3	chair	2	occupied	chair	3
333	footrest	footrest	6	163	39	6	6	foot rest	otherfurniture	Furniture	Furniture	stool				n03380724	footstool.n.01	19	stool	2	occupied	occupied	2
334	bathroom sink	sink	6	24	34	7	7	sink	sink	Objects	Objects	sink				n04223580	sink.n.01	15	sink	2	occupied	occupied	2
335	soap dish	soap dish	6	638	40	7	7	soap dish	otherprop	Objects	Objects					n04254009	soap_dish.n.01	39	objects	2	occupied	occupied	2
336	miscellaneous object	object	6		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
337	trim	molding	7		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
338	tabletop object	object	6		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
339	clothes hanger rod	clothes hanger rod	6		40	7	7		otherprop	Objects	Objects					n04100174	rod.n.01	39	objects	2	occupied	occupied	2
340	altar	altar	6	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n02699629	altar.n.01	5	table	2	occupied	occupied	2
